SESSIONID,PREVSESSIONID,LICENSEPLATE,CARPARKNUMBER,VEHICLETYPE,LABEL_TYPE,TRANSACTION_TYPE,SESSIONSTART,SESSIONEND,TOTAL_CHARGE,DURATION,FIRST_ADVISORY_SENT_AT,FINAL_ADVISORY_SENT_AT,PAYMENT_STATUS,BILLINGID,PAYMENTID,TXN_STATUS,PATCH_STATUS,REDEMPTION,EFFECTIVE_CHARGE,REDEMPTION_TYPE
0PL80-L-00536-20211216193816,0PL80-E-00004-20211216182411,SJP9084X,PL80,C,SHORT TERM,LPRS,16/12/2021 19:38:16,16/12/2021 21:00:50,1.6399999999999999,82,"","",PAID,"","",ENDED,,0,1.6399999999999999,
0PL81-L-00160-20211216184623,0PL81-L-00160-20211216184423,PA8594E,PL81,C,season_W,LPRS,16/12/2021 18:46:23,16/12/2021 21:38:53,0,172,"","",,"","",ENDED,,0,0,
0PL80-E-00004-20211216193822,null,SMQ5979A,PL80,C,SHORT TERM,LPRS,16/12/2021 19:38:22,16/12/2021 21:00:13,1.6399999999999999,82,"","",PAID,"","",ENDED,,0,1.6399999999999999,
0PL81-L-00069-20211216183635,0PL81-E-00001-20211216183534,SMF7260J,PL81,C,season_W,LPRS,16/12/2021 18:36:35,16/12/2021 21:39:41,0,183,"","",,"","",ENDED,,0,0,
0PL81-L-00077-20211216183224,0PL81-E-00001-20211216181103,SMV8353J,PL81,C,season_W,PHDB,16/12/2021 18:32:24,16/12/2021 19:16:01,0,44,"","",,"","",EXITED,,0,0,
0PL81-E-00001-20211216194248,null,SGW6912A,PL81,C,SHORT TERM,PHDB,16/12/2021 19:42:48,16/12/2021 21:52:37,2.60000000000000009,130,"","",,"","",EXITED,,0,2.60000000000000009,
0PL81-L-00113-20211216191535,0PL81-E-00001-20211216191335,JQM6810,PL81,C,SHORT TERM,LPRS,16/12/2021 19:15:35,16/12/2021 22:12:42,3.54000000000000004,177,"","",PAID,"","",ENDED,,0,3.54000000000000004,
0PL80-E-00001-20211216194324,null,SJL6397J,PL80,C,season_W,PHDB,16/12/2021 19:43:24,17/12/2021 07:09:25,0,686,"","",,"","",EXITED,,0,0,
0PL80-E-00004-20211216192349,null,SMV6534S,PL80,C,season_W,PHDB,16/12/2021 19:23:49,17/12/2021 08:58:37,0,815,"","",,"","",EXITED,,0,0,
0PL80-E-00003-20211216185409,null,SMU7529G,PL80,C,season_W,PHDB,16/12/2021 18:54:09,17/12/2021 09:05:10,0,851,"","",,"","",EXITED,,0,0,
0PL81-E-00001-20211216193829,null,SME1977U,PL81,C,season_W,LPRS,16/12/2021 19:38:29,17/12/2021 10:15:22,0,877,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211216185301,null,SMQ919G,PL81,C,season_W,LPRS,16/12/2021 18:53:01,17/12/2021 10:17:22,0,924,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211216192052,null,SNC4546J,PL80,C,season_W,LPRS,16/12/2021 19:20:52,17/12/2021 10:18:27,0,898,"","",,"","",ENDED,,0,0,
0PL80-L-00790-20211216185048,0PL80-E-00002-20211216183914,SLA6816B,PL80,C,SHORT TERM,LPRS,16/12/2021 18:50:48,16/12/2021 18:51:22,0,1,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211216192914,null,SLM4842A,PL81,C,SHORT TERM,LPRS,16/12/2021 19:29:14,16/12/2021 19:30:01,0,1,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211216185018,null,SMA4814H,PL80,C,SHORT TERM,PHDB,16/12/2021 18:50:18,16/12/2021 18:52:17,0,2,"","",,"","",EXITED,,0,0,
0PL80-E-00004-20211216180127,null,SLR8024S,PL80,C,SHORT TERM,LPRS,16/12/2021 18:01:27,16/12/2021 18:52:29,1.02000000000000002,51,"","",PAID,"","",ENDED,,0,1.02000000000000002,
0PL80-E-00004-20211216185718,null,SKR5676S,PL80,C,SHORT TERM,LPRS,16/12/2021 18:57:18,"",0,"","","",,"","",STARTED,,0,0,
0PL80-E-00002-20211216185521,null,SHC5229P,PL80,C,SHORT TERM,LPRS,16/12/2021 18:55:21,16/12/2021 18:58:19,0,3,"","",,"","",ENDED,,0,0,
0PL80-E-00004-20211216180310,null,SKZ2372X,PL80,C,SHORT TERM,LPRS,16/12/2021 18:03:10,16/12/2021 19:04:57,1.21999999999999997,61,"","",PAID,"","",ENDED,,0,1.21999999999999997,
0PL81-E-00001-20211216195628,null,SJP8660P,PL81,C,SHORT TERM,LPRS,16/12/2021 19:56:28,16/12/2021 19:57:20,0,1,"","",,"","",ENDED,,0,0,
0PL80-L-00578-20211216190304,0PL80-E-00003-20211216185916,SML1258A,PL80,C,SHORT TERM,PHDB,16/12/2021 19:03:04,16/12/2021 19:08:35,0,5,"","",,"","",EXITED,,0,0,
0PL81-E-00001-20211216190858,null,SLA7688Y,PL81,C,SHORT TERM,LPRS,16/12/2021 19:08:58,16/12/2021 19:10:15,0,2,"","",,"","",ENDED,,0,0,
0PL80-L-00618-20211216191407,0PL80-E-00003-20211216190831,SLF3530T,PL80,C,season_W,PHDB,16/12/2021 19:14:07,"",0,"","","",,"","",STARTED,,0,0,
0PL81-E-00001-20211216193035,null,SLR8078L,PL81,C,season_W,LPRS,16/12/2021 19:30:35,"",0,"","","",,"","",STARTED,,0,0,
0PL81-E-00001-20211216191828,null,SMV2295H,PL81,C,season_W,PHDB,16/12/2021 19:18:28,"",0,"","","",,"","",STARTED,,0,0,
0PL80-L-00790-20211216185635,0PL80-L-00790-20211216185158,SLA6816B,PL80,C,SHORT TERM,LPRS,16/12/2021 18:56:35,16/12/2021 19:17:58,0.419999999999999984,21,"","",PAID,"","",ENDED,,0,0.419999999999999984,
0PL80-L-00670-20211216190435,0PL80-E-00004-20211216184451,SLM5565T,PL80,C,SHORT TERM,LPRS,16/12/2021 19:04:35,16/12/2021 19:30:35,0.520000000000000018,26,"","",PAID,"","",ENDED,,0,0.520000000000000018,
0PL80-L-00L13-20211216184539,0PL80-E-00001-20211216184352,GBL5622K,PL80,C,SHORT TERM,LPRS,16/12/2021 18:45:39,16/12/2021 19:19:36,0.680000000000000049,34,"","",PAID,"","",ENDED,,0,0.680000000000000049,
0PL80-E-00002-20211216191757,null,SMH3974Z,PL80,C,SHORT TERM,LPRS,16/12/2021 19:17:57,16/12/2021 19:20:42,0,3,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211216185431,null,SMU2398A,PL81,C,season_W,LPRS,16/12/2021 18:54:31,16/12/2021 19:25:31,0,31,"","",,"","",ENDED,,0,0,
0PL80-E-00003-20211216192403,null,SMM104L,PL80,C,SHORT TERM,LPRS,16/12/2021 19:24:03,16/12/2021 19:27:38,0,3,"","",,"","",ENDED,,0,0,
0PL81-L-00045-20211216190320,0PL81-L-00045-20211216173217,SHC5968P,PL81,C,season_W,LPRS,16/12/2021 19:03:20,16/12/2021 19:28:49,0,25,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211216160719,null,SJA2357J,PL81,C,season_W,LPRS,16/12/2021 16:07:19,16/12/2021 19:38:37,0,211,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211216192424,null,SJJ8945A,PL81,C,SHORT TERM,LPRS,16/12/2021 19:24:24,16/12/2021 19:43:55,0,19,"","",,"","",ENDED,,0,0,
0PL80-E-00004-20211216180614,null,SS75J,PL80,C,SHORT TERM,LPRS,16/12/2021 18:06:14,16/12/2021 19:44:32,1.95999999999999996,98,2021-12-16,"",UNPAID_M,"","",ENDED,,0,1.95999999999999996,
0PL81-E-00001-20211216195711,null,SJV9958T,PL81,C,SHORT TERM,LPRS,16/12/2021 19:57:11,16/12/2021 19:58:39,0,1,"","",,"","",ENDED,,0,0,
0PL80-E-00004-20211216183338,null,SLR817Z,PL80,C,SHORT TERM,LPRS,16/12/2021 18:33:38,16/12/2021 19:59:43,1.71999999999999997,86,"","",PAID,"","",ENDED,,0,1.71999999999999997,
0PL80-E-00001-20211216195401,null,SJM4997K,PL80,C,SHORT TERM,LPRS,16/12/2021 19:54:01,16/12/2021 20:02:39,0,8,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211216200648,null,SLS1313Z,PL80,C,SHORT TERM,LPRS,16/12/2021 20:06:48,16/12/2021 20:11:23,0,5,"","",,"","",ENDED,,0,0,
0PL80-L-00676-20211216200117,0PL80-E-00004-20211216194026,SLV7938R,PL80,C,SHORT TERM,LPRS,16/12/2021 20:01:17,16/12/2021 20:39:39,0.760000000000000009,38,"","",PAID,"","",ENDED,,0,0.760000000000000009,
0PL81-L-00071-20211216185911,0PL81-E-00001-20211216182849,SHC2853G,PL81,C,SHORT TERM,LPRS,16/12/2021 18:59:11,16/12/2021 20:13:33,1.47999999999999998,74,"","",PAID,"","",ENDED,,0,1.47999999999999998,
0PL80-E-00002-20211216192718,null,SMK5804C,PL80,C,SHORT TERM,LPRS,16/12/2021 19:27:18,16/12/2021 20:31:57,1.28000000000000003,64,"","",PAID,"","",ENDED,,0,1.28000000000000003,
0PL80-E-00001-20211216191050,null,SLH5014T,PL80,C,SHORT TERM,LPRS,16/12/2021 19:10:50,16/12/2021 20:35:53,1.69999999999999996,85,"","",PAID,"","",ENDED,,0,1.69999999999999996,
0PL81-L-00042-20211216192854,null,SJV2195Z,PL81,C,season_W,PHDB,16/12/2021 19:28:54,16/12/2021 21:01:39,0,93,"","",,"","",EXITED,,0,0,
0PL80-E-00004-20211216192140,null,WSK7228,PL80,C,season_W,LPRS,16/12/2021 19:21:40,17/12/2021 08:15:24,0,774,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211216192648,null,SJX8746J,PL81,C,season_W,PHDB,16/12/2021 19:26:48,16/12/2021 20:46:41,0,80,"","",,"","",FORCE EXITED,,0,0,
0PL81-L-00080-20211216185302,0PL81-L-00080-20211216184956,EV6686G,PL81,C,SHORT TERM,LPRS,16/12/2021 18:53:02,16/12/2021 22:07:46,3.87999999999999989,194,"","",PAID,"","",ENDED,,0,3.87999999999999989,
0PL80-E-00002-20211216200418,null,SLH7499P,PL80,C,SHORT TERM,LPRS,16/12/2021 20:04:18,16/12/2021 21:22:49,1.56000000000000005,78,"","",PAID,"","",ENDED,,0,1.56000000000000005,
0PL80-E-00001-20211216184604,null,GBC8608E,PL80,C,SHORT TERM,LPRS,16/12/2021 18:46:04,16/12/2021 23:43:57,5.94000000000000039,297,"","",PAID,"","",ENDED,,0,5.94000000000000039,
0PL80-L-00734-20211216195925,null,SFX555T,PL80,C,season_W,PHDB,16/12/2021 19:59:25,17/12/2021 00:07:08,0,248,"","",,"","",FORCE EXITED,,0,0,
0PL81-E-00001-20211216184257,null,SHD7270A,PL81,C,season_W,PHDB,16/12/2021 18:42:57,17/12/2021 06:08:09,0,686,"","",,"","",EXITED,,0,0,
0PL80-E-00003-20211216194108,null,SMV2946M,PL80,C,season_W,PHDB,16/12/2021 19:41:08,17/12/2021 08:10:36,0,749,"","",,"","",EXITED,,0,0,
0PL81-L-00044-20211216185058,0PL81-E-00001-20211216153125,SNA2495X,PL81,C,season_W,PHDB,16/12/2021 18:50:58,17/12/2021 09:29:28,0,879,"","",,"","",ENDED,,0,0,
0PL80-E-00004-20211216201001,null,GBH6320X,PL80,C,season_W,PHDB,16/12/2021 20:10:01,17/12/2021 09:30:26,0,800,"","",,"","",EXITED,,0,0,
0PL80-E-00003-20211216194035,null,SKX9213L,PL80,C,season_W,PHDB,16/12/2021 19:40:35,17/12/2021 09:46:23,0,846,"","",,"","",EXITED,,0,0,
0PL80-E-00001-20211216183633,null,SMW5148A,PL80,C,SHORT TERM,LPRS,16/12/2021 18:36:33,16/12/2021 18:44:21,0,8,"","",,"","",ENDED,,0,0,
0PL80-E-00004-20211216183208,null,SMK8259G,PL80,C,SHORT TERM,PHDB,16/12/2021 18:32:08,16/12/2021 18:44:59,0,12,"","",,"","",EXITED,,0,0,
0PL81-E-00001-20211216185044,null,SHB5010H,PL81,C,SHORT TERM,LPRS,16/12/2021 18:50:44,"",0,"","","",,"","",STARTED,,0,0,
0PL80-E-00004-20211216180829,null,SME7903T,PL80,C,SHORT TERM,LPRS,16/12/2021 18:08:29,16/12/2021 18:49:03,0.819999999999999951,41,"","",PAID,"","",ENDED,,0,0.819999999999999951,
0PL81-L-00097-20211216185436,0PL81-E-00001-20211216132918,SMP4700Z,PL81,C,season_W,LPRS,16/12/2021 18:54:36,"",0,"","","",,"","",STARTED,,0,0,
0PL81-E-00001-20211216185515,null,SHC5788S,PL81,C,SHORT TERM,LPRS,16/12/2021 18:55:15,16/12/2021 18:56:14,0,1,"","",,"","",ENDED,,0,0,
0PL80-E-00005-20211216185702,null,YQ2798H,PL80,C,SHORT TERM,LPRS,16/12/2021 18:57:02,16/12/2021 18:57:48,0,0,"","",,"","",ENDED,,0,0,
0PL80-E-00003-20211216185219,null,SMD8244K,PL80,C,SHORT TERM,LPRS,16/12/2021 18:52:19,16/12/2021 19:03:18,0,11,"","",,"","",ENDED,,0,0,
0PL80-L-00617-20211216190240,0PL80-E-00003-20211216185708,GBK5631P,PL80,C,SHORT TERM,LPRS,16/12/2021 19:02:40,16/12/2021 19:03:36,0,1,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211216190315,null,SLL8477A,PL81,C,SHORT TERM,LPRS,16/12/2021 19:03:15,16/12/2021 19:04:24,0,1,"","",,"","",ENDED,,0,0,
0PL80-E-00005-20211216190626,null,GBH5249B,PL80,C,SHORT TERM,LPRS,16/12/2021 19:06:26,16/12/2021 19:06:56,0,0,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211216191558,null,SMK8974A,PL81,C,SHORT TERM,LPRS,16/12/2021 19:15:58,16/12/2021 19:16:53,0,1,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211216192150,null,SLZ7130H,PL80,C,SHORT TERM,LPRS,16/12/2021 19:21:50,16/12/2021 19:23:17,0,2,"","",,"","",ENDED,,0,0,
0PL80-E-00004-20211216191850,null,SMD6542M,PL80,C,SHORT TERM,LPRS,16/12/2021 19:18:50,16/12/2021 19:24:26,0,6,"","",,"","",ENDED,,0,0,
0PL80-E-00005-20211216193538,null,SML552G,PL80,C,SHORT TERM,LPRS,16/12/2021 19:35:38,16/12/2021 19:36:25,0,1,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211216192758,null,SLP3101X,PL80,C,SHORT TERM,LPRS,16/12/2021 19:27:58,16/12/2021 19:29:57,0,2,"","",,"","",ENDED,,0,0,
0PL80-E-00003-20211216192344,null,SMH6278E,PL80,C,SHORT TERM,LPRS,16/12/2021 19:23:44,16/12/2021 19:31:21,0,8,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211216192352,null,SML9338A,PL80,C,SHORT TERM,PHDB,16/12/2021 19:23:52,16/12/2021 19:29:52,0,6,"","",,"","",EXITED,,0,0,
0PL80-E-00002-20211216192432,null,GBK3702G,PL80,C,SHORT TERM,LPRS,16/12/2021 19:24:32,16/12/2021 19:32:06,0,8,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211216192433,null,GBF9071E,PL80,C,SHORT TERM,LPRS,16/12/2021 19:24:33,16/12/2021 19:37:38,0,13,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211216193530,null,SMX9031X,PL80,C,SHORT TERM,LPRS,16/12/2021 19:35:30,16/12/2021 19:48:47,0,13,"","",,"","",ENDED,,0,0,
0PL80-L-0285B-20211216190126,null,SJE189U,PL80,C,season_W,PHDB,16/12/2021 19:01:26,16/12/2021 19:37:49,0,36,"","",,"","",EXITED,,0,0,
0PL80-L-00668-20211216190112,0PL80-L-00668-20211216183436,SMH3311L,PL80,C,season_W,LPRS,16/12/2021 19:01:12,16/12/2021 19:40:46,0,39,"","",,"","",ENDED,,0,0,
0PL80-E-00003-20211216194305,null,SLS8008J,PL80,C,season_W,LPRS,16/12/2021 19:43:05,"",0,"","","",,"","",STARTED,,0,0,
0PL81-E-00001-20211216192812,null,SKV8214B,PL81,C,SHORT TERM,LPRS,16/12/2021 19:28:12,16/12/2021 19:46:51,0,18,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211216193646,null,SJX569G,PL80,C,SHORT TERM,LPRS,16/12/2021 19:36:46,16/12/2021 19:47:06,0,11,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211216194258,null,GBK7900A,PL81,C,SHORT TERM,LPRS,16/12/2021 19:42:58,16/12/2021 19:49:29,0,7,"","",,"","",ENDED,,0,0,
0PL80-L-00L15-20211216194912,0PL80-L-00L15-20211216194433,JSX6036,PL80,C,SHORT TERM,LPRS,16/12/2021 19:49:12,16/12/2021 19:49:35,0,0,"","",,"","",ENDED,,0,0,
0PL80-L-00L15-20211216195002,0PL80-L-00L15-20211216194940,JSX6036,PL80,C,SHORT TERM,LPRS,16/12/2021 19:50:02,16/12/2021 19:50:17,0,0,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211216185418,null,SLL9856H,PL81,C,season_W,PHDB,16/12/2021 18:54:18,16/12/2021 19:54:01,0,60,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211216195210,null,SLL3779L,PL80,C,SHORT TERM,LPRS,16/12/2021 19:52:10,16/12/2021 19:56:26,0,4,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211216191715,null,SLG1102D,PL81,C,season_W,PHDB,16/12/2021 19:17:15,16/12/2021 19:57:16,0,40,"","",,"","",ENDED,,0,0,
0PL80-L-00332-20211216192753,0PL80-E-00004-20211216184325,SMD120L,PL80,C,SHORT TERM,LPRS,16/12/2021 19:27:53,16/12/2021 20:36:46,1.37999999999999989,69,"","",PAID,"","",ENDED,,0,1.37999999999999989,
0PL80-E-00001-20211216193911,null,SLU7530M,PL80,C,season_W,LPRS,16/12/2021 19:39:11,16/12/2021 22:04:15,0,145,"","",,"","",ENDED,,0,0,
0PL80-L-00765-20211216200122,0PL80-E-00001-20211216185921,GBF1053K,PL80,C,SHORT TERM,LPRS,16/12/2021 20:01:22,16/12/2021 20:01:36,0,0,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211216185921,null,GBF1053K,PL80,C,SHORT TERM,LPRS,16/12/2021 18:59:21,16/12/2021 20:00:39,1.21999999999999997,61,"","",PAID,"","",ENDED,,0,1.21999999999999997,
0PL80-L-00177-20211216195339,0PL80-L-00555-20211216190628,SMZ2079U,PL80,C,SHORT TERM,LPRS,16/12/2021 19:53:39,16/12/2021 20:24:22,0.619999999999999996,31,"","",PAID,"","",ENDED,,0,0.619999999999999996,
0PL80-E-00004-20211216194026,null,SLV7938R,PL80,C,SHORT TERM,LPRS,16/12/2021 19:40:26,16/12/2021 20:01:16,0.419999999999999984,21,"","",PAID,"","",ENDED,,0,0.419999999999999984,
0PL80-E-00004-20211216193608,null,SME6344M,PL80,C,SHORT TERM,LPRS,16/12/2021 19:36:08,16/12/2021 20:42:54,1.32000000000000006,66,"","",PAID,"","",ENDED,,0,1.32000000000000006,
0PL81-L-00073-20211216185349,0PL81-E-00001-20211216183944,GBJ5865L,PL81,C,season_W,LPRS,16/12/2021 18:53:49,17/12/2021 06:14:19,0,681,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211216191432,null,SLW6252L,PL80,C,SHORT TERM,LPRS,16/12/2021 19:14:32,16/12/2021 21:04:24,2.20000000000000018,110,"","",PAID,"","",ENDED,,0,2.20000000000000018,
0PL80-E-00002-20211216185136,null,SMW639H,PL80,C,SHORT TERM,LPRS,16/12/2021 18:51:36,16/12/2021 21:06:32,2.70000000000000018,135,"","",PAID,"","",ENDED,,0,2.70000000000000018,
0PL81-E-00001-20211216194314,null,GBF9240J,PL81,C,season_W,LPRS,16/12/2021 19:43:14,17/12/2021 07:13:16,0,690,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211216200519,null,SMF1131M,PL81,C,season_W,PHDB,16/12/2021 20:05:19,17/12/2021 08:41:18,0,756,"","",,"","",EXITED,,0,0,
0PL81-E-00001-20211216190059,null,SLJ8006L,PL81,C,season_W,LPRS,16/12/2021 19:00:59,"",0,"","","",,"","",STARTED,,0,0,
0PL80-E-00004-20211216190217,null,SMC831Z,PL80,C,SHORT TERM,LPRS,16/12/2021 19:02:17,16/12/2021 19:04:49,0,2,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211216190340,null,SME3241X,PL80,C,SHORT TERM,LPRS,16/12/2021 19:03:40,16/12/2021 19:05:55,0,2,"","",,"","",ENDED,,0,0,
0PL80-L-00677-20211216190122,0PL80-E-00004-20211216183949,SLH2189S,PL80,C,SHORT TERM,LPRS,16/12/2021 19:01:22,16/12/2021 19:06:08,0,5,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211216190545,null,PD444S,PL80,C,SHORT TERM,LPRS,16/12/2021 19:05:45,16/12/2021 19:10:37,0,5,"","",,"","",ENDED,,0,0,
0PL80-L-00285-20211216115503,0PL80-L-00285-20211216115435,SGA975Z,PL80,C,season_W,PHDB,16/12/2021 11:55:03,16/12/2021 12:02:27,0,7,"","",,"","",EXITED,,0,0,
0PL80-E-00003-20211216194311,null,GX3049G,PL80,C,season_W,LPRS,16/12/2021 19:43:11,16/12/2021 19:53:22,0,10,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211216185537,null,SLB9730P,PL81,C,SHORT TERM,LPRS,16/12/2021 18:55:37,16/12/2021 19:18:28,0.46000000000000002,23,"","",PAID,"","",ENDED,,0,0.46000000000000002,
0PL80-E-00001-20211216152048,null,SLU5519K,PL80,C,SHORT TERM,LPRS,16/12/2021 15:20:48,16/12/2021 19:23:18,4.86000000000000032,243,"","",PAID,"","",ENDED,,0,4.86000000000000032,
0PL80-E-00002-20211216192317,null,SGJ5488H,PL80,C,SHORT TERM,LPRS,16/12/2021 19:23:17,16/12/2021 19:25:40,0,2,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211216190721,null,PC7448R,PL81,C,SHORT TERM,LPRS,16/12/2021 19:07:21,16/12/2021 19:27:40,0,20,"","",,"","",ENDED,,0,0,
0PL80-L-00776-20211216193011,0PL80-L-00776-20211216193004,SJQ1919K,PL80,C,SHORT TERM,LPRS,16/12/2021 19:30:11,16/12/2021 19:32:03,0,2,"","",,"","",ENDED,,0,0,
0PL80-E-00003-20211216192846,null,SJP2201X,PL80,C,SHORT TERM,LPRS,16/12/2021 19:28:46,16/12/2021 19:35:30,0,7,"","",,"","",ENDED,,0,0,
0PL80-L-00202-20211216180446,0PL80-L-00607-20211216174122,SJZ4498R,PL80,C,season_W,PHDB,16/12/2021 18:04:46,16/12/2021 19:35:23,0,91,"","",,"","",EXITED,,0,0,
0PL81-E-00001-20211216194310,null,SJQ5802L,PL81,C,season_W,PHDB,16/12/2021 19:43:10,"",0,"","","",,"","",STARTED,,0,0,
0PL80-L-00L15-20211216194940,0PL80-L-00L15-20211216194912,JSX6036,PL80,C,SHORT TERM,LPRS,16/12/2021 19:49:40,16/12/2021 19:49:55,0,0,"","",,"","",ENDED,,0,0,
0PL80-E-00003-20211216185455,null,GBH2571P,PL80,C,SHORT TERM,LPRS,16/12/2021 18:54:55,16/12/2021 19:51:31,1.1399999999999999,57,2021-12-16,"",UNPAID_M,"","",ENDED,,0,1.1399999999999999,
0PL80-E-00004-20211216195718,null,SJR7122Y,PL80,C,SHORT TERM,LPRS,16/12/2021 19:57:18,16/12/2021 20:01:12,0,4,"","",,"","",ENDED,,0,0,
0PL80-E-00005-20211216200023,null,SMJ3897C,PL80,C,SHORT TERM,LPRS,16/12/2021 20:00:23,16/12/2021 20:01:57,0,1,"","",,"","",ENDED,,0,0,
0PL80-E-00005-20211216200033,null,SLH7499P,PL80,C,SHORT TERM,LPRS,16/12/2021 20:00:33,16/12/2021 20:02:02,0,2,"","",,"","",ENDED,,0,0,
0PL80-E-00004-20211216200621,null,SLN3287D,PL80,C,SHORT TERM,LPRS,16/12/2021 20:06:21,16/12/2021 20:10:14,0,4,"","",,"","",ENDED,,0,0,
0PL80-L-00548-20211216200456,0PL80-L-00548-20211216194409,SJF1724M,PL80,C,season_W,PHDB,16/12/2021 20:04:56,"",0,"","","",,"","",STARTED,,0,0,
0PL80-E-00001-20211216192443,null,SLF1817E,PL80,C,SHORT TERM,PHDB,16/12/2021 19:24:43,16/12/2021 20:04:33,0,40,"","",WAIVED,"","",EXITED,,0,0,
0PL81-E-00001-20211216200155,null,SMQ4194D,PL81,C,SHORT TERM,LPRS,16/12/2021 20:01:55,16/12/2021 20:07:25,0,6,"","",,"","",ENDED,,0,0,
0PL81-L-000L6-20211216201147,0PL81-E-00001-20211216200910,GBC868Z,PL81,C,SHORT TERM,LPRS,16/12/2021 20:11:47,16/12/2021 20:12:07,0,1,"","",,"","",ENDED,,0,0,
0PL80-E-00003-20211216200403,null,SCM690D,PL80,C,SHORT TERM,LPRS,16/12/2021 20:04:03,16/12/2021 20:18:02,0,14,"","",,"","",ENDED,,0,0,
0PL80-E-00004-20211216201928,null,SMU9731A,PL80,C,SHORT TERM,LPRS,16/12/2021 20:19:28,16/12/2021 20:21:13,0,2,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211216192904,null,SKN2591T,PL81,C,season_W,LPRS,16/12/2021 19:29:04,16/12/2021 20:57:58,0,88,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211216195749,null,SLX4981Z,PL80,C,SHORT TERM,PHDB,16/12/2021 19:57:49,16/12/2021 20:22:31,0.5,25,"","",,"","",EXITED,,0,0.5,
0PL80-E-00004-20211216191405,null,SJR3919S,PL80,C,season_W,LPRS,16/12/2021 19:14:05,16/12/2021 21:23:37,0,129,"","",,"","",ENDED,,0,0,
0PL80-E-00005-20211216193043,null,GBL3211B,PL80,C,SHORT TERM,LPRS,16/12/2021 19:30:43,16/12/2021 21:14:04,2.08000000000000007,104,"","",PAID,"","",ENDED,,0,2.08000000000000007,
0PL80-E-00001-20211216192513,null,SJR6226M,PL80,C,SHORT TERM,LPRS,16/12/2021 19:25:13,16/12/2021 21:19:31,2.2799999999999998,114,"","",PAID,"","",ENDED,,0,2.2799999999999998,
0PL81-E-00001-20211216201558,null,SMY5697X,PL81,C,season_W,LPRS,16/12/2021 20:15:58,16/12/2021 23:27:39,0,192,"","",,"","",ENDED,,0,0,
0PL80-E-00003-20211216192918,null,SLM9935H,PL80,C,SHORT TERM,LPRS,16/12/2021 19:29:18,16/12/2021 21:28:30,2.37999999999999989,119,"","",PAID,"","",ENDED,,0,2.37999999999999989,
0PL80-E-00004-20211216201753,null,SJM6736J,PL80,C,SHORT TERM,LPRS,16/12/2021 20:17:53,16/12/2021 21:29:45,1.43999999999999995,72,"","",PAID,"","",ENDED,,0,1.43999999999999995,
0PL80-E-00001-20211216184524,null,SJM1453H,PL80,C,SHORT TERM,PHDB,16/12/2021 18:45:24,16/12/2021 19:55:33,1.39999999999999991,70,"","",PAID,pi_3K7MiBEp0h9td3Zk03GXYURM,BILLsQjXGH,EXITED,,0,1.39999999999999991,
0PL80-E-00004-20211216185810,null,SMV1152T,PL80,C,season_W,LPRS,16/12/2021 18:58:10,17/12/2021 07:19:43,0,741,"","",,"","",ENDED,,0,0,
0PL80-E-00002-20211216191626,null,GBJ4344E,PL80,C,season_W,LPRS,16/12/2021 19:16:26,17/12/2021 07:31:01,0,735,"","",,"","",ENDED,,0,0,
0PL80-E-00001-20211216201840,null,GV7544C,PL80,C,season_W,LPRS,16/12/2021 20:18:40,17/12/2021 08:05:41,0,707,"","",,"","",ENDED,,0,0,
0PL81-E-00001-20211216190913,null,SLN5106E,PL81,C,season_W,PHDB,16/12/2021 19:09:13,17/12/2021 07:44:08,0,755,"","",,"","",EXITED,,0,0,
0PL80-L-00662-20211216192546,0PL80-E-00003-20211216140555,GBJ8451C,PL80,C,season_W,LPRS,16/12/2021 19:25:46,17/12/2021 08:50:44,0,805,"","",,"","",ENDED,,0,0,
